"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep","set","token_size"
"2967","Pneumonia",9,"text-davinci-002","Spell the word Pneumonia backwards",1,"

ainomeP","AINOMUENP","AINOMEP",FALSE,"token_words",3
"2968","Schizophrenia",13,"text-davinci-002","Spell the word Schizophrenia backwards",1,"

aihpnetsozihc","AINERHPOZIHCS","AIHPNETSOZIHC",FALSE,"token_words",3
"2969","Sensibility",11,"text-davinci-002","Spell the word Sensibility backwards",1,"

ytilisnoepS","YTILIBISNES","YTILISNOEPS",FALSE,"token_words",3
"2970","Disease",7,"text-davinci-002","Spell the word Disease backwards",1,"

esieid","ESAESID","ESIEID",FALSE,"token_words",3
"2971","Unstoppable",11,"text-davinci-002","Spell the word Unstoppable backwards",1,"

elbatupsnatsnu","ELBAPPOTSNU","ELBATUPSNATSNU",FALSE,"token_words",3
"2972","Translational",13,"text-davinci-002","Spell the word Translational backwards",1,"

noitatsilart","LANOITALSNART","NOITATSILART",FALSE,"token_words",3
"2973","Butterfly",9,"text-davinci-002","Spell the word Butterfly backwards",1,"

yrtflub","YLFRETTUB","YRTFLUB",FALSE,"token_words",3
"2974","Mexico",6,"text-davinci-002","Spell the word Mexico backwards",1,"

oxiM","OCIXEM","OXIM",FALSE,"token_words",3
"2975","Skyscraper",10,"text-davinci-002","Spell the word Skyscraper backwards",1,"

reperpaysk","REPARCSYKS","REPERPAYSK",FALSE,"token_words",3
"2976","Explodable",10,"text-davinci-002","Spell the word Explodable backwards",1,"

edalpoxe","ELBADOLPXE","EDALPOXE",FALSE,"token_words",3
"2978","Disseminating",13,"text-davinci-002","Spell the word Disseminating backwards",1,"

Nagamitsid","GNITANIMESSID","NAGAMITSID",FALSE,"token_words",4
"2979","Alfresco",8,"text-davinci-002","Spell the word Alfresco backwards",1,"

ocserfla","OCSERFLA","OCSERFLA",TRUE,"token_words",4
"2980","Phenomenon",10,"text-davinci-002","Spell the word Phenomenon backwards",1,"

nomehpenoP","NONEMONEHP","NOMEHPENOP",FALSE,"token_words",4
"2981","Extravagance",12,"text-davinci-002","Spell the word Extravagance backwards",1,"

ecnagavartxe","ECNAGAVARTXE","ECNAGAVARTXE",TRUE,"token_words",4
"2982","Paraphrasable",13,"text-davinci-002","Spell the word Paraphrasable backwards",1,"

ehsarafarap","ELBASARHPARAP","EHSARAFARAP",FALSE,"token_words",4
"2983","Neurologist",11,"text-davinci-002","Spell the word Neurologist backwards",1,"

tsigoloirepus","TSIGOLORUEN","TSIGOLOIREPUS",FALSE,"token_words",4
"2984","Bamboozle",9,"text-davinci-002","Spell the word Bamboozle backwards",1,"

elzzobabmab","ELZOOBMAB","ELZZOBABMAB",FALSE,"token_words",4
"2985","Gazebo",6,"text-davinci-002","Spell the word Gazebo backwards",1,"

obazeG","OBEZAG","OBAZEG",FALSE,"token_words",4
"2986","Kerfuffle",9,"text-davinci-002","Spell the word Kerfuffle backwards",1,"

Efflufrek","ELFFUFREK","EFFLUFREK",FALSE,"token_words",4
"2987","Lollygag",8,"text-davinci-002","Spell the word Lollygag backwards",1,"

Gagyllol","GAGYLLOL","GAGYLLOL",TRUE,"token_words",4
"2988","Apple",5,"text-davinci-002","Spell Apple backwards. Do it step-by-step and show the last result",2," first.

eppil

lippe

epp","ELPPA","FIRST.EPPILLIPPEEPP",FALSE,"token_words",1
"2989","Cat",3,"text-davinci-002","Spell Cat backwards. Do it step-by-step and show the last result",2," first.

tac","TAC","FIRST.TAC",TRUE,"token_words",1
"2990","Tree",4,"text-davinci-002","Spell Tree backwards. Do it step-by-step and show the last result",2,".

The last result is the root node.","EERT",".THELASTRESULTISTHEROOTNODE.",FALSE,"token_words",1
"2991","Friend",6,"text-davinci-002","Spell Friend backwards. Do it step-by-step and show the last result",2," first.

dneirf

dneirf","DNEIRF","FIRST.DNEIRFDNEIRF",TRUE,"token_words",1
"2992","Mother",6,"text-davinci-002","Spell Mother backwards. Do it step-by-step and show the last result",2," first.

rehtom htiw yaw a si tah","REHTOM","FIRST.REHTOMHTIWYAWASITAH",TRUE,"token_words",1
"2993","Serious",7,"text-davinci-002","Spell Serious backwards. Do it step-by-step and show the last result",2," first.

elur

rule

lure","SUOIRES","FIRST.ELURRULELURE",FALSE,"token_words",1
"2994","Extreme",7,"text-davinci-002","Spell Extreme backwards. Do it step-by-step and show the last result",2," first.

1.

The last result would be ""elix","EMERTXE","FIRST.1.THELASTRESULTWOULDBE""ELIX",FALSE,"token_words",1
"2995","Sorry",5,"text-davinci-002","Spell Sorry backwards. Do it step-by-step and show the last result",2,".

1. yrevocS
2. yrevocS","YRROS",".1.YREVOCS2.YREVOCS",FALSE,"token_words",1
"2996","Translation",11,"text-davinci-002","Spell Translation backwards. Do it step-by-step and show the last result",2," of each step.

1.

The translation of ""The quick","NOITALSNART","OFEACHSTEP.1.THETRANSLATIONOF""THEQUICK",FALSE,"token_words",1
"2997","Processor",9,"text-davinci-002","Spell Processor backwards. Do it step-by-step and show the last result",2," of each step.

The last result of each step is as follows:","ROSSECORP","OFEACHSTEP.THELASTRESULTOFEACHSTEPISASFOLLOWS:",FALSE,"token_words",1
"2998","Friendship",10,"text-davinci-002","Spell Friendship backwards. Do it step-by-step and show the last result",2," first.

dneirf-tsip

pits-","PIHSDNEIRF","FIRST.DNEIRFTSIPPITS",FALSE,"token_words",2
"2999","Paychecks",9,"text-davinci-002","Spell Paychecks backwards. Do it step-by-step and show the last result",2," first.

hteekcaP ytilaer

re","SKCEHCYAP","FIRST.HTEEKCAPYTILAERRE",FALSE,"token_words",2
"3000","Motivation",10,"text-davinci-002","Spell Motivation backwards. Do it step-by-step and show the last result",2," first.

tion

noitavitom

motivation","NOITAVITOM","FIRST.TIONNOITAVITOMMOTIVATION",TRUE,"token_words",2
"3001","Sheep",5,"text-davinci-002","Spell Sheep backwards. Do it step-by-step and show the last result",2," first.

pihS","PEEHS","FIRST.PIHS",FALSE,"token_words",2
"3002","Consideration",13,"text-davinci-002","Spell Consideration backwards. Do it step-by-step and show the last result",2," first.

The last result is the original word, ""Consideration.""","NOITAREDISNOC","FIRST.THELASTRESULTISTHEORIGINALWORD""CONSIDERATION.""",FALSE,"token_words",2
"3003","Lover",5,"text-davinci-002","Spell Lover backwards. Do it step-by-step and show the last result",2," first.

revoL srevoS","REVOL","FIRST.REVOLSREVOS",TRUE,"token_words",2
"3004","Dance",5,"text-davinci-002","Spell Dance backwards. Do it step-by-step and show the last result",2," first.

The last result of the dance would be the starting position.","ECNAD","FIRST.THELASTRESULTOFTHEDANCEWOULDBETHESTARTINGPOSITION.",FALSE,"token_words",2
"3005","Juice",5,"text-davinci-002","Spell Juice backwards. Do it step-by-step and show the last result",2," first.

eht siJ","ECIUJ","FIRST.EHTSIJ",FALSE,"token_words",2
"3006","Sister",6,"text-davinci-002","Spell Sister backwards. Do it step-by-step and show the last result",2," first.

rehtiS-noituloS","RETSIS","FIRST.REHTISNOITULOS",FALSE,"token_words",2
"3007","Integration",11,"text-davinci-002","Spell Integration backwards. Do it step-by-step and show the last result",2," first.

$\int \frac{1}{x} \,","NOITARGETNI","FIRST.$\INT\FRAC{1}{X}\",FALSE,"token_words",2
"3008","Pneumonia",9,"text-davinci-002","Spell Pneumonia backwards. Do it step-by-step and show the last result",2," first.

ainamoP","AINOMUENP","FIRST.AINAMOP",FALSE,"token_words",3
"3009","Schizophrenia",13,"text-davinci-002","Spell Schizophrenia backwards. Do it step-by-step and show the last result",2," first.

aihcnezihparets","AINERHPOZIHCS","FIRST.AIHCNEZIHPARETS",FALSE,"token_words",3
"3010","Sensibility",11,"text-davinci-002","Spell Sensibility backwards. Do it step-by-step and show the last result",2," first.

elbisivni sihtesneS","YTILIBISNES","FIRST.ELBISIVNISIHTESNES",FALSE,"token_words",3
"3011","Disease",7,"text-davinci-002","Spell Disease backwards. Do it step-by-step and show the last result",2," first.

eisiluD","ESAESID","FIRST.EISILUD",FALSE,"token_words",3
"3012","Unstoppable",11,"text-davinci-002","Spell Unstoppable backwards. Do it step-by-step and show the last result",2,".

elbatonnu","ELBAPPOTSNU",".ELBATONNU",FALSE,"token_words",3
"3013","Translational",13,"text-davinci-002","Spell Translational backwards. Do it step-by-step and show the last result",2," of each step.

1. The original sentence is ""The cat is","LANOITALSNART","OFEACHSTEP.1.THEORIGINALSENTENCEIS""THECATIS",FALSE,"token_words",3
"3014","Butterfly",9,"text-davinci-002","Spell Butterfly backwards. Do it step-by-step and show the last result",2," first

ytrebyB","YLFRETTUB","FIRSTYTREBYB",FALSE,"token_words",3
"3015","Mexico",6,"text-davinci-002","Spell Mexico backwards. Do it step-by-step and show the last result",2," first.

xicoM","OCIXEM","FIRST.XICOM",FALSE,"token_words",3
"3016","Skyscraper",10,"text-davinci-002","Spell Skyscraper backwards. Do it step-by-step and show the last result",2," first.

rehtafS retawS","REPARCSYKS","FIRST.REHTAFSRETAWS",FALSE,"token_words",3
"3017","Explodable",10,"text-davinci-002","Spell Explodable backwards. Do it step-by-step and show the last result",2," first.

elbdonutsxe","ELBADOLPXE","FIRST.ELBDONUTSXE",FALSE,"token_words",3
"3019","Disseminating",13,"text-davinci-002","Spell Disseminating backwards. Do it step-by-step and show the last result",2," first.

The last result would be ""noitseuqer","GNITANIMESSID","FIRST.THELASTRESULTWOULDBE""NOITSEUQER",FALSE,"token_words",4
"3020","Alfresco",8,"text-davinci-002","Spell Alfresco backwards. Do it step-by-step and show the last result",2," first.

ocserfla","OCSERFLA","FIRST.OCSERFLA",TRUE,"token_words",4
"3021","Phenomenon",10,"text-davinci-002","Spell Phenomenon backwards. Do it step-by-step and show the last result",2," first.

noinomenhpyS","NONEMONEHP","FIRST.NOINOMENHPYS",FALSE,"token_words",4
"3022","Extravagance",12,"text-davinci-002","Spell Extravagance backwards. Do it step-by-step and show the last result",2," first.

eganavagxalpS","ECNAGAVARTXE","FIRST.EGANAVAGXALPS",FALSE,"token_words",4
"3023","Paraphrasable",13,"text-davinci-002","Spell Paraphrasable backwards. Do it step-by-step and show the last result",2," first.

The last result is ""The spell is cast.""

","ELBASARHPARAP","FIRST.THELASTRESULTIS""THESPELLISCAST.""",FALSE,"token_words",4
"3024","Neurologist",11,"text-davinci-002","Spell Neurologist backwards. Do it step-by-step and show the last result",2," first.

tgiSyloogni","TSIGOLORUEN","FIRST.TGISYLOOGNI",FALSE,"token_words",4
"3025","Bamboozle",9,"text-davinci-002","Spell Bamboozle backwards. Do it step-by-step and show the last result",2," first.

elzzub

b

o

o","ELZOOBMAB","FIRST.ELZZUBBOO",FALSE,"token_words",4
"3026","Gazebo",6,"text-davinci-002","Spell Gazebo backwards. Do it step-by-step and show the last result",2," first.

ozebeG","OBEZAG","FIRST.OZEBEG",FALSE,"token_words",4
"3027","Kerfuffle",9,"text-davinci-002","Spell Kerfuffle backwards. Do it step-by-step and show the last result",2," first.

eufflak reflek","ELFFUFREK","FIRST.EUFFLAKREFLEK",FALSE,"token_words",4
"3028","Lollygag",8,"text-davinci-002","Spell Lollygag backwards. Do it step-by-step and show the last result",2," first.

gagilygolp","GAGYLLOL","FIRST.GAGILYGOLP",FALSE,"token_words",4
"3029","Apple",5,"text-davinci-002","Spell A-P-P-L-E backwards",3,"

E-P-P-A-L","ELPPA","EPPAL",FALSE,"token_words",1
"3030","Cat",3,"text-davinci-002","Spell C-A-T backwards",3,"

T-A-C","TAC","TAC",TRUE,"token_words",1
"3031","Tree",4,"text-davinci-002","Spell T-R-E-E backwards",3,"

E-E-R-T","EERT","EERT",TRUE,"token_words",1
"3032","Friend",6,"text-davinci-002","Spell F-R-I-E-N-D backwards",3,"

D-N-E-I-R-F","DNEIRF","DNEIRF",TRUE,"token_words",1
"3033","Mother",6,"text-davinci-002","Spell M-O-T-H-E-R backwards",3,"

R-E-H-T-O-M","REHTOM","REHTOM",TRUE,"token_words",1
"3034","Serious",7,"text-davinci-002","Spell S-E-R-I-O-U-S backwards",3,"

S-U-O-I-R-E-S","SUOIRES","SUOIRES",TRUE,"token_words",1
"3035","Extreme",7,"text-davinci-002","Spell E-X-T-R-E-M-E backwards",3,"

E-M-E-T-X-R-E","EMERTXE","EMETXRE",FALSE,"token_words",1
"3036","Sorry",5,"text-davinci-002","Spell S-O-R-R-Y backwards",3,"

Y-R-R-O-S","YRROS","YRROS",TRUE,"token_words",1
"3037","Translation",11,"text-davinci-002","Spell T-R-A-N-S-L-A-T-I-O-N backwards",3,"

N-O-I-T-A-L-A-","NOITALSNART","NOITALA",FALSE,"token_words",1
"3038","Processor",9,"text-davinci-002","Spell P-R-O-C-E-S-S-O-R backwards",3,"

R-O-C-E-S-S-O-","ROSSECORP","ROCESSO",FALSE,"token_words",1
"3039","Friendship",10,"text-davinci-002","Spell F-R-I-E-N-D-S-H-I-P backwards",3,"

P-I-H-S-N-E-I-","PIHSDNEIRF","PIHSNEI",FALSE,"token_words",2
"3040","Paychecks",9,"text-davinci-002","Spell P-A-Y-C-H-E-C-K-S backwards",3,"

S-K-E-C-H-A-P-","SKCEHCYAP","SKECHAP",FALSE,"token_words",2
"3041","Motivation",10,"text-davinci-002","Spell M-O-T-I-V-A-T-I-O-N backwards",3,"

NOITAVITOM","NOITAVITOM","NOITAVITOM",TRUE,"token_words",2
"3042","Sheep",5,"text-davinci-002","Spell S-H-E-E-P backwards",3,"

P-E-E-H-S","PEEHS","PEEHS",TRUE,"token_words",2
"3043","Consideration",13,"text-davinci-002","Spell C-O-N-S-I-D-E-R-A-T-I-O-N backwards",3,"

NOITATRODILAVOC","NOITAREDISNOC","NOITATRODILAVOC",FALSE,"token_words",2
"3044","Lover",5,"text-davinci-002","Spell L-O-V-E-R backwards",3," and you get R-E-V-O-L

This spells","REVOL","ANDYOUGETREVOLTHISSPELLS",TRUE,"token_words",2
"3045","Dance",5,"text-davinci-002","Spell D-A-N-C-E backwards",3,"

E-C-N-A-D","ECNAD","ECNAD",TRUE,"token_words",2
"3046","Juice",5,"text-davinci-002","Spell J-U-I-C-E backwards",3,"

E-C-I-U-J","ECIUJ","ECIUJ",TRUE,"token_words",2
"3047","Sister",6,"text-davinci-002","Spell S-I-S-T-E-R backwards",3,"

R-E-T-S-I-S","RETSIS","RETSIS",TRUE,"token_words",2
"3048","Integration",11,"text-davinci-002","Spell I-N-T-E-G-R-A-T-I-O-N backwards",3,"

NOITATIGIROT","NOITARGETNI","NOITATIGIROT",FALSE,"token_words",2
"3049","Pneumonia",9,"text-davinci-002","Spell P-N-E-U-M-O-N-I-A backwards",3,"

A-I-N-O-M-U-P-","AINOMUENP","AINOMUP",FALSE,"token_words",3
"3050","Schizophrenia",13,"text-davinci-002","Spell S-C-H-I-Z-O-P-H-R-E-N-I-A backwards",3,"

A-I-N-E-R-P-H-","AINERHPOZIHCS","AINERPH",FALSE,"token_words",3
"3051","Sensibility",11,"text-davinci-002","Spell S-E-N-S-I-B-I-L-I-T-Y backwards",3,"

Y-T-I-L-I-B-I-","YTILIBISNES","YTILIBI",FALSE,"token_words",3
"3052","Disease",7,"text-davinci-002","Spell D-I-S-E-A-S-E backwards",3,"

E-S-A-I-D-E-S","ESAESID","ESAIDES",FALSE,"token_words",3
"3053","Unstoppable",11,"text-davinci-002","Spell U-N-S-T-O-P-P-A-B-L-E backwards",3,"

E-B-A-L-L-O-P-","ELBAPPOTSNU","EBALLOP",FALSE,"token_words",3
"3054","Translational",13,"text-davinci-002","Spell T-R-A-N-S-L-A-T-I-O-N-A-L backwards",3,"

N-A-L-A-T-I-O-","LANOITALSNART","NALATIO",FALSE,"token_words",3
"3055","Butterfly",9,"text-davinci-002","Spell B-U-T-T-E-R-F-L-Y backwards",3,"

Y-F-L-U-T-T-E-","YLFRETTUB","YFLUTTE",FALSE,"token_words",3
"3056","Mexico",6,"text-davinci-002","Spell M-E-X-I-C-O backwards",3,"

O-C-I-X-E-M","OCIXEM","OCIXEM",TRUE,"token_words",3
"3057","Skyscraper",10,"text-davinci-002","Spell S-K-Y-S-C-R-A-P-E-R backwards",3,"

reperpacsakys","REPARCSYKS","REPERPACSAKYS",FALSE,"token_words",3
"3058","Explodable",10,"text-davinci-002","Spell E-X-P-L-O-D-A-B-L-E backwards",3,"

E-D-A-B-O-L-P-","ELBADOLPXE","EDABOLP",FALSE,"token_words",3
"3060","Disseminating",13,"text-davinci-002","Spell D-I-S-S-E-M-I-N-A-T-I-N-G backwards",3,"

T-N-I-M-A-T-N-","GNITANIMESSID","TNIMATN",FALSE,"token_words",4
"3061","Alfresco",8,"text-davinci-002","Spell A-L-F-R-E-S-C-O backwards",3,"

O-C-E-R-S-F-L-","OCSERFLA","OCERSFL",FALSE,"token_words",4
"3062","Phenomenon",10,"text-davinci-002","Spell P-H-E-N-O-M-E-N-O-N backwards",3,"

N-O-N-E-M-O-N-","NONEMONEHP","NONEMON",FALSE,"token_words",4
"3063","Extravagance",12,"text-davinci-002","Spell E-X-T-R-A-V-A-G-A-N-C-E backwards",3,"

E-C-A-G-N-A-V-","ECNAGAVARTXE","ECAGNAV",FALSE,"token_words",4
"3064","Paraphrasable",13,"text-davinci-002","Spell P-A-R-A-P-H-R-A-S-A-B-L-E backwards",3,"

E-B-L-A-S-A-R-","ELBASARHPARAP","EBLASAR",FALSE,"token_words",4
"3065","Neurologist",11,"text-davinci-002","Spell N-E-U-R-O-L-O-G-I-S-T backwards",3,"

T-I-G-O-L-O-G-","TSIGOLORUEN","TIGOLOG",FALSE,"token_words",4
"3066","Bamboozle",9,"text-davinci-002","Spell B-A-M-B-O-O-Z-L-E backwards",3,"

E-Z-L-A-B-O-O-","ELZOOBMAB","EZLABOO",FALSE,"token_words",4
"3067","Gazebo",6,"text-davinci-002","Spell G-A-Z-E-B-O backwards",3,"

O-B-E-Z-A-G","OBEZAG","OBEZAG",TRUE,"token_words",4
"3068","Kerfuffle",9,"text-davinci-002","Spell K-E-R-F-U-F-F-L-E backwards",3,"

E-F-F-U-L-R-E-","ELFFUFREK","EFFULRE",FALSE,"token_words",4
"3069","Lollygag",8,"text-davinci-002","Spell L-O-L-L-Y-G-A-G backwards",3,"

G-A-G-Y-L-L-O-","GAGYLLOL","GAGYLLO",FALSE,"token_words",4
"3070","Apple",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Apple backwards",4,"

ELPPA","ELPPA","ELPPA",TRUE,"token_words",1
"3071","Cat",3,"text-davinci-002","APPLE is ELPPA backwards. Spell Cat backwards",4," and you get TAC.

The word ""racecar"" is spelled","TAC","ANDYOUGETTAC.THEWORD""RACECAR""ISSPELLED",TRUE,"token_words",1
"3072","Tree",4,"text-davinci-002","APPLE is ELPPA backwards. Spell Tree backwards",4," and you get EERT.

The word ""racecar"" is spelled","EERT","ANDYOUGETEERT.THEWORD""RACECAR""ISSPELLED",TRUE,"token_words",1
"3073","Friend",6,"text-davinci-002","APPLE is ELPPA backwards. Spell Friend backwards",4,".

dneirf","DNEIRF",".DNEIRF",TRUE,"token_words",1
"3074","Mother",6,"text-davinci-002","APPLE is ELPPA backwards. Spell Mother backwards",4,".

rehtom","REHTOM",".REHTOM",TRUE,"token_words",1
"3075","Serious",7,"text-davinci-002","APPLE is ELPPA backwards. Spell Serious backwards",4," and you get REELIS.

The word ""racecar"" spelled","SUOIRES","ANDYOUGETREELIS.THEWORD""RACECAR""SPELLED",FALSE,"token_words",1
"3076","Extreme",7,"text-davinci-002","APPLE is ELPPA backwards. Spell Extreme backwards",4," and you get ""emit""

EMIT is ITEM backwards.","EMERTXE","ANDYOUGET""EMIT""EMITISITEMBACKWARDS.",FALSE,"token_words",1
"3077","Sorry",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Sorry backwards",4," and you get YRRO","YRROS","ANDYOUGETYRRO",FALSE,"token_words",1
"3078","Translation",11,"text-davinci-002","APPLE is ELPPA backwards. Spell Translation backwards",4,".

Apple is ELPPA backwards.","NOITALSNART",".APPLEISELPPABACKWARDS.",FALSE,"token_words",1
"3079","Processor",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Processor backwards",4," is ROF SREKCORP.

The word ""apple""","ROSSECORP","ISROFSREKCORP.THEWORD""APPLE""",FALSE,"token_words",1
"3080","Friendship",10,"text-davinci-002","APPLE is ELPPA backwards. Spell Friendship backwards",4,".

ship","PIHSDNEIRF",".SHIP",FALSE,"token_words",2
"3081","Paychecks",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Paychecks backwards",4," and you get the same thing.

Apple is a fruit. Paychecks","SKCEHCYAP","ANDYOUGETTHESAMETHING.APPLEISAFRUIT.PAYCHECKS",FALSE,"token_words",2
"3082","Motivation",10,"text-davinci-002","APPLE is ELPPA backwards. Spell Motivation backwards",4," and you get NOITAVITOM. Spell ""I am a dot in","NOITAVITOM","ANDYOUGETNOITAVITOM.SPELL""IAMADOTIN",TRUE,"token_words",2
"3083","Sheep",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Sheep backwards",4," and you get Peels.

What does the word ""apple"" mean","PEEHS","ANDYOUGETPEELS.WHATDOESTHEWORD""APPLE""MEAN",FALSE,"token_words",2
"3084","Consideration",13,"text-davinci-002","APPLE is ELPPA backwards. Spell Consideration backwards",4," and you get EROFNI.

The word ""racecar""","NOITAREDISNOC","ANDYOUGETEROFNI.THEWORD""RACECAR""",FALSE,"token_words",2
"3085","Lover",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Lover backwards",4," is REVOL.

The word ""apple"" spelled backwards is ""el","REVOL","ISREVOL.THEWORD""APPLE""SPELLEDBACKWARDSIS""EL",TRUE,"token_words",2
"3086","Dance",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Dance backwards",4," and you get ECNALD.

The word ""apple"" is spelled","ECNAD","ANDYOUGETECNALD.THEWORD""APPLE""ISSPELLED",FALSE,"token_words",2
"3087","Juice",5,"text-davinci-002","APPLE is ELPPA backwards. Spell Juice backwards",4," and you get Eucij.

The word ""racecar"" is","ECIUJ","ANDYOUGETEUCIJ.THEWORD""RACECAR""IS",FALSE,"token_words",2
"3088","Sister",6,"text-davinci-002","APPLE is ELPPA backwards. Spell Sister backwards",4," and you get REHTIS. Spell Mother backwards and you get REHTOM","RETSIS","ANDYOUGETREHTIS.SPELLMOTHERBACKWARDSANDYOUGETREHTOM",FALSE,"token_words",2
"3089","Integration",11,"text-davinci-002","APPLE is ELPPA backwards. Spell Integration backwards",4," and you get ""No Piglet"".

The word ""drawer""","NOITARGETNI","ANDYOUGET""NOPIGLET"".THEWORD""DRAWER""",FALSE,"token_words",2
"3090","Pneumonia",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Pneumonia backwards",4," and you get Ainomonep.

What does the word backwards mean","AINOMUENP","ANDYOUGETAINOMONEP.WHATDOESTHEWORDBACKWARDSMEAN",FALSE,"token_words",3
"3091","Schizophrenia",13,"text-davinci-002","APPLE is ELPPA backwards. Spell Schizophrenia backwards",4," and you get AHPOZIRENITS. Spell ""Amore""","AINERHPOZIHCS","ANDYOUGETAHPOZIRENITS.SPELL""AMORE""",FALSE,"token_words",3
"3092","Sensibility",11,"text-davinci-002","APPLE is ELPPA backwards. Spell Sensibility backwards",4," and you get YLILOVES.

The word ""racecar","YTILIBISNES","ANDYOUGETYLILOVES.THEWORD""RACECAR",FALSE,"token_words",3
"3093","Disease",7,"text-davinci-002","APPLE is ELPPA backwards. Spell Disease backwards",4," and you get ESIED. Spell ""I am sick"" backwards and you","ESAESID","ANDYOUGETESIED.SPELL""IAMSICK""BACKWARDSANDYOU",FALSE,"token_words",3
"3094","Unstoppable",11,"text-davinci-002","APPLE is ELPPA backwards. Spell Unstoppable backwards",4," and you get ELPPA.

Apple is a technology company that designs","ELBAPPOTSNU","ANDYOUGETELPPA.APPLEISATECHNOLOGYCOMPANYTHATDESIGNS",FALSE,"token_words",3
"3095","Translational",13,"text-davinci-002","APPLE is ELPPA backwards. Spell Translational backwards",4,".

PALEPP is ELPPA backwards.","LANOITALSNART",".PALEPPISELPPABACKWARDS.",FALSE,"token_words",3
"3096","Butterfly",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Butterfly backwards",4," and you get YRRETUF.

What does the word backwards mean","YLFRETTUB","ANDYOUGETYRRETUF.WHATDOESTHEWORDBACKWARDSMEAN",FALSE,"token_words",3
"3097","Mexico",6,"text-davinci-002","APPLE is ELPPA backwards. Spell Mexico backwards",4," and you get OCXEM. Spell ""racecar"" backwards and you get","OCIXEM","ANDYOUGETOCXEM.SPELL""RACECAR""BACKWARDSANDYOUGET",FALSE,"token_words",3
"3098","Skyscraper",10,"text-davinci-002","APPLE is ELPPA backwards. Spell Skyscraper backwards",4," and you get REPAKORSY.

The word ""racecar","REPARCSYKS","ANDYOUGETREPAKORSY.THEWORD""RACECAR",FALSE,"token_words",3
"3099","Explodable",10,"text-davinci-002","APPLE is ELPPA backwards. Spell Explodable backwards",4,".

Apple is ELPPA backwards. Spell Explodable backwards.","ELBADOLPXE",".APPLEISELPPABACKWARDS.SPELLEXPLODABLEBACKWARDS.",FALSE,"token_words",3
"3101","Disseminating",13,"text-davinci-002","APPLE is ELPPA backwards. Spell Disseminating backwards",4," and you get Gnitsinimed.

The word ""racecar","GNITANIMESSID","ANDYOUGETGNITSINIMED.THEWORD""RACECAR",FALSE,"token_words",4
"3102","Alfresco",8,"text-davinci-002","APPLE is ELPPA backwards. Spell Alfresco backwards",4," and you get OCRESLAF.

What does the word","OCSERFLA","ANDYOUGETOCRESLAF.WHATDOESTHEWORD",FALSE,"token_words",4
"3103","Phenomenon",10,"text-davinci-002","APPLE is ELPPA backwards. Spell Phenomenon backwards",4," and you get 'No more on'. Spell 'A Toyota' backwards and you","NONEMONEHP","ANDYOUGET'NOMOREON'.SPELL'ATOYOTA'BACKWARDSANDYOU",FALSE,"token_words",4
"3104","Extravagance",12,"text-davinci-002","APPLE is ELPPA backwards. Spell Extravagance backwards",4," and you get AvaganceX.

The word ""apple"" is","ECNAGAVARTXE","ANDYOUGETAVAGANCEX.THEWORD""APPLE""IS",FALSE,"token_words",4
"3105","Paraphrasable",13,"text-davinci-002","APPLE is ELPPA backwards. Spell Paraphrasable backwards",4,".

EPLPA","ELBASARHPARAP",".EPLPA",FALSE,"token_words",4
"3106","Neurologist",11,"text-davinci-002","APPLE is ELPPA backwards. Spell Neurologist backwards",4,".","TSIGOLORUEN",".",FALSE,"token_words",4
"3107","Bamboozle",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Bamboozle backwards",4," and you get ELPPA.

The word ""apple"" is a","ELZOOBMAB","ANDYOUGETELPPA.THEWORD""APPLE""ISA",FALSE,"token_words",4
"3108","Gazebo",6,"text-davinci-002","APPLE is ELPPA backwards. Spell Gazebo backwards",4," and you get Obezag.

The word ""racecar""","OBEZAG","ANDYOUGETOBEZAG.THEWORD""RACECAR""",TRUE,"token_words",4
"3109","Kerfuffle",9,"text-davinci-002","APPLE is ELPPA backwards. Spell Kerfuffle backwards",4," and you get ELFFUKR.

The word ""Kerf","ELFFUFREK","ANDYOUGETELFFUKR.THEWORD""KERF",FALSE,"token_words",4
"3110","Lollygag",8,"text-davinci-002","APPLE is ELPPA backwards. Spell Lollygag backwards",4," and you get gaggalol.

The word ""racecar""","GAGYLLOL","ANDYOUGETGAGGALOL.THEWORD""RACECAR""",FALSE,"token_words",4
"3111","Apple",5,"text-davinci-002","NMUKLS is SLKUMN backwards. Spell Apple backwards",5," and you get Elppa. Spell banana backwards and you get ananab.","ELPPA","ANDYOUGETELPPA.SPELLBANANABACKWARDSANDYOUGETANANAB.",TRUE,"token_words",1
"3112","Cat",3,"text-davinci-002","NMUKLS is SLKUMN backwards. Spell Cat backwards",5," to get tac.

What does the word CAT spelled backwards mean?
","TAC","TOGETTAC.WHATDOESTHEWORDCATSPELLEDBACKWARDSMEAN?",TRUE,"token_words",1
