"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"610","86971693","8","text-davinci-002","Spell the word 86971693 backwards","1","

39761896","39617968","39761896",FALSE
"611","187699158","9","text-davinci-002","Spell the word 187699158 backwards","1","

851597618","851996781","851597618",FALSE
"612","4772726894","10","text-davinci-002","Spell the word 4772726894 backwards","1","

4987622774","4986272774","4987622774",FALSE
"613","17","2","text-davinci-002","Spell the word 17 backwards","1","

71","71","71",TRUE
"614","741","3","text-davinci-002","Spell the word 741 backwards","1","

147","147","147",TRUE
"615","2933","4","text-davinci-002","Spell the word 2933 backwards","1","

3392","3392","3392",TRUE
"616","46266","5","text-davinci-002","Spell the word 46266 backwards","1","

66264","66264","66264",TRUE
"617","799157","6","text-davinci-002","Spell the word 799157 backwards","1","

751919","751997","751919",FALSE
"618","5576146","7","text-davinci-002","Spell the word 5576146 backwards","1","

6416157","6416755","6416157",FALSE
"619","11559236","8","text-davinci-002","Spell the word 11559236 backwards","1","

63292551","63295511","63292551",FALSE
"620","182174446","9","text-davinci-002","Spell the word 182174446 backwards","1","

644472181","644471281","644472181",FALSE
"621","5179687958","10","text-davinci-002","Spell the word 5179687958 backwards","1","

9585787915","8597869715","9585787915",FALSE
"622","71","2","text-davinci-002","Spell the word 71 backwards","1","

17","17","17",TRUE
"623","844","3","text-davinci-002","Spell the word 844 backwards","1","

448","448","448",TRUE
"624","1779","4","text-davinci-002","Spell the word 1779 backwards","1","

9771","9771","9771",TRUE
"625","65225","5","text-davinci-002","Spell the word 65225 backwards","1","

52526","52256","52526",FALSE
"626","296316","6","text-davinci-002","Spell the word 296316 backwards","1","

613926","613692","613926",FALSE
"627","7857829","7","text-davinci-002","Spell the word 7857829 backwards","1","

9287587","9287587","9287587",TRUE
"628","71519235","8","text-davinci-002","Spell the word 71519235 backwards","1","

53291517","53291517","53291517",TRUE
"629","699765131","9","text-davinci-002","Spell the word 699765131 backwards","1","

131576996","131567996","131576996",FALSE
"630","9246979834","10","text-davinci-002","Spell the word 9246979834 backwards","1","

8349769249","4389796429","8349769249",FALSE
"631","28","2","text-davinci-002","Spell 28 backwards. Do it step-by-step and show the last result","2"," of each step

8

2

-

6","82","OFEACHSTEP826",TRUE
"632","446","3","text-davinci-002","Spell 446 backwards. Do it step-by-step and show the last result","2"," of each step

6
4
1
e
r
u","644","OFEACHSTEP641ERU",FALSE
"633","8611","4","text-davinci-002","Spell 8611 backwards. Do it step-by-step and show the last result","2"," of each step

1168

8161

6118","1168","OFEACHSTEP116881616118",TRUE
"634","51479","5","text-davinci-002","Spell 51479 backwards. Do it step-by-step and show the last result","2"," of each step

97145

54179","97415","OFEACHSTEP9714554179",FALSE
"635","273282","6","text-davinci-002","Spell 273282 backwards. Do it step-by-step and show the last result","2"," of each step.

282
822
2822
28282","282372","OFEACHSTEP.282822282228282",FALSE
"636","1783515","7","text-davinci-002","Spell 1783515 backwards. Do it step-by-step and show the last result","2",".

5153871

17

8

3
","5153871",".51538711783",TRUE
"637","99352574","8","text-davinci-002","Spell 99352574 backwards. Do it step-by-step and show the last result","2"," of each step

47259935","47525399","OFEACHSTEP47259935",FALSE
"638","721817137","9","text-davinci-002","Spell 721817137 backwards. Do it step-by-step and show the last result","2"," of each step

731197126

7311
971","731718127","OFEACHSTEP7311971267311971",FALSE
"639","9683914786","10","text-davinci-002","Spell 9683914786 backwards. Do it step-by-step and show the last result","2"," first.

6879413689","6874193869","FIRST.6879413689",FALSE
"640","71","2","text-davinci-002","Spell 71 backwards. Do it step-by-step and show the last result","2"," of each step

17
71
17","17","OFEACHSTEP177117",TRUE
"641","421","3","text-davinci-002","Spell 421 backwards. Do it step-by-step and show the last result","2"," of each step

124

421

412","124","OFEACHSTEP124421412",TRUE
"642","2955","4","text-davinci-002","Spell 2955 backwards. Do it step-by-step and show the last result","2"," of each step

5592

9255

2559","5592","OFEACHSTEP559292552559",TRUE
"643","95516","5","text-davinci-002","Spell 95516 backwards. Do it step-by-step and show the last result","2"," first.

61595","61559","FIRST.61595",FALSE
"644","417332","6","text-davinci-002","Spell 417332 backwards. Do it step-by-step and show the last result","2"," of each step

231734

437132

3217","233714","OFEACHSTEP2317344371323217",FALSE
"645","5464258","7","text-davinci-002","Spell 5464258 backwards. Do it step-by-step and show the last result","2"," of each step

8

5

2

6
","8524645","OFEACHSTEP8526",FALSE
"646","41447811","8","text-davinci-002","Spell 41447811 backwards. Do it step-by-step and show the last result","2"," of each step

11478144

4178144
1
","11874414","OFEACHSTEP1147814441781441",FALSE
"647","315888755","9","text-davinci-002","Spell 315888755 backwards. Do it step-by-step and show the last result","2"," of each step

755888131

138858875
","557888513","OFEACHSTEP755888131138858875",FALSE
"648","3928787944","10","text-davinci-002","Spell 3928787944 backwards. Do it step-by-step and show the last result","2"," first

44798739

9

8

7","4497878293","FIRST44798739987",FALSE
"649","26","2","text-davinci-002","Spell 26 backwards. Do it step-by-step and show the last result","2"," of each step

6

5

4

3
","62","OFEACHSTEP6543",FALSE
"650","237","3","text-davinci-002","Spell 237 backwards. Do it step-by-step and show the last result","2"," of each step

732

237

732","732","OFEACHSTEP732237732",TRUE
"651","3178","4","text-davinci-002","Spell 3178 backwards. Do it step-by-step and show the last result","2"," first.

8721

1287

218","8713","FIRST.87211287218",FALSE
"652","43361","5","text-davinci-002","Spell 43361 backwards. Do it step-by-step and show the last result","2"," of each step.

36413

13643

13634","16334","OFEACHSTEP.364131364313634",FALSE
"653","482559","6","text-davinci-002","Spell 482559 backwards. Do it step-by-step and show the last result","2"," first

958254","955284","FIRST958254",FALSE
"654","9447137","7","text-davinci-002","Spell 9447137 backwards. Do it step-by-step and show the last result","2"," of each step

7371
7371
3717
1773","7317449","OFEACHSTEP7371737137171773",FALSE
"655","62436539","8","text-davinci-002","Spell 62436539 backwards. Do it step-by-step and show the last result","2"," of each step

93536426

6

9
","93563426","OFEACHSTEP9353642669",FALSE
"656","932659926","9","text-davinci-002","Spell 932659926 backwards. Do it step-by-step and show the last result","2"," of each step

269925693

9

25
","629956239","OFEACHSTEP269925693925",FALSE
"657","1783254986","10","text-davinci-002","Spell 1783254986 backwards. Do it step-by-step and show the last result","2"," of each step

9865241783

87321469","6894523871","OFEACHSTEP986524178387321469",FALSE
"658","16","2","text-davinci-002","Spell 16 backwards. Do it step-by-step and show the last result","2"," of each step

6
1
-
4
9
-","61","OFEACHSTEP6149",TRUE
"659","498","3","text-davinci-002","Spell 498 backwards. Do it step-by-step and show the last result","2"," of each step

894

498

894

","894","OFEACHSTEP894498894",TRUE
"660","2356","4","text-davinci-002","Spell 2356 backwards. Do it step-by-step and show the last result","2"," of each step

6532

2536

1256","6532","OFEACHSTEP653225361256",TRUE
"661","24985","5","text-davinci-002","Spell 24985 backwards. Do it step-by-step and show the last result","2"," first

58892","58942","FIRST58892",FALSE
"662","213633","6","text-davinci-002","Spell 213633 backwards. Do it step-by-step and show the last result","2"," first.

332641

1

364

21","336312","FIRST.332641136421",FALSE
"663","3772541","7","text-davinci-002","Spell 3772541 backwards. Do it step-by-step and show the last result","2"," of each step

141526

261514","1452773","OFEACHSTEP141526261514",FALSE
"664","72251446","8","text-davinci-002","Spell 72251446 backwards. Do it step-by-step and show the last result","2"," of each step

42641527

72542615
","64415227","OFEACHSTEP4264152772542615",FALSE
"665","747529331","9","text-davinci-002","Spell 747529331 backwards. Do it step-by-step and show the last result","2"," of each step

331297547

743295173
","133925747","OFEACHSTEP331297547743295173",FALSE
"666","7776153321","10","text-davinci-002","Spell 7776153321 backwards. Do it step-by-step and show the last result","2"," of each step.

3213756717

176735","1233516777","OFEACHSTEP.3213756717176735",FALSE
"667","29","2","text-davinci-002","Spell 29 backwards. Do it step-by-step and show the last result","2"," of each step

9

8

7

6
","92","OFEACHSTEP9876",FALSE
"668","673","3","text-davinci-002","Spell 673 backwards. Do it step-by-step and show the last result","2"," of each step

376

673

376","376","OFEACHSTEP376673376",TRUE
"669","9953","4","text-davinci-002","Spell 9953 backwards. Do it step-by-step and show the last result","2"," of each step

3599
9539
3959
9593","3599","OFEACHSTEP3599953939599593",TRUE
"670","75331","5","text-davinci-002","Spell 75331 backwards. Do it step-by-step and show the last result","2"," of each step

13357
7335
3357
3375","13357","OFEACHSTEP13357733533573375",TRUE
"671","616576","6","text-davinci-002","Spell 616576 backwards. Do it step-by-step and show the last result","2"," of each step

675661

165675

5667","675616","OFEACHSTEP6756611656755667",FALSE
"672","3225737","7","text-davinci-002","Spell 3225737 backwards. Do it step-by-step and show the last result","2"," of each step

7372523

23725

325","7375223","OFEACHSTEP737252323725325",FALSE
"673","86179287","8","text-davinci-002","Spell 86179287 backwards. Do it step-by-step and show the last result","2"," of each step

78291861

86179287

","78297168","OFEACHSTEP7829186186179287",FALSE
"674","892469687","9","text-davinci-002","Spell 892469687 backwards. Do it step-by-step and show the last result","2"," of each step

786924689

986924678
","786964298","OFEACHSTEP786924689986924678",FALSE
"675","4868248423","10","text-davinci-002","Spell 4868248423 backwards. Do it step-by-step and show the last result","2"," of each step

34282468

4

28
","3248428684","OFEACHSTEP34282468428",FALSE
"676","85","2","text-davinci-002","Spell 85 backwards. Do it step-by-step and show the last result","2"," of each step

5
8
58
853
5835","58","OFEACHSTEP58588535835",TRUE
"677","656","3","text-davinci-002","Spell 656 backwards. Do it step-by-step and show the last result","2"," of each step

656

561

156

651","656","OFEACHSTEP656561156651",TRUE
"678","8337","4","text-davinci-002","Spell 8337 backwards. Do it step-by-step and show the last result","2"," of each step

7333
3733
7333","7338","OFEACHSTEP733337337333",FALSE
"679","68721","5","text-davinci-002","Spell 68721 backwards. Do it step-by-step and show the last result","2"," of each step

12786

8721","12786","OFEACHSTEP127868721",TRUE
"680","221642","6","text-davinci-002","Spell 221642 backwards. Do it step-by-step and show the last result","2"," of each step

242621

126422

226","246122","OFEACHSTEP242621126422226",FALSE
"681","6829754","7","text-davinci-002","Spell 6829754 backwards. Do it step-by-step and show the last result","2"," of each step

7547986

8679574

57","4579286","OFEACHSTEP7547986867957457",FALSE
"682","29568761","8","text-davinci-002","Spell 29568761 backwards. Do it step-by-step and show the last result","2"," of each step

1. 761529
2. 529716","16786592","OFEACHSTEP1.7615292.529716",FALSE
"683","669836349","9","text-davinci-002","Spell 669836349 backwards. Do it step-by-step and show the last result","2"," of each step

349638661

6

36
","943638966","OFEACHSTEP349638661636",FALSE
"684","7778239634","10","text-davinci-002","Spell 7778239634 backwards. Do it step-by-step and show the last result","2",".

6349267877

7
8
7
","4369328777",".6349267877787",FALSE
"685","91","2","text-davinci-002","Spell 91 backwards. Do it step-by-step and show the last result","2"," of each step

1. 91
2. 19
3. 91","19","OFEACHSTEP1.912.193.91",TRUE
"686","664","3","text-davinci-002","Spell 664 backwards. Do it step-by-step and show the last result","2"," of each step

4
6
9
0
6
4","466","OFEACHSTEP469064",FALSE
"687","2787","4","text-davinci-002","Spell 2787 backwards. Do it step-by-step and show the last result","2"," of each step

7821

8721

1728","7872","OFEACHSTEP782187211728",FALSE
"688","42222","5","text-davinci-002","Spell 42222 backwards. Do it step-by-step and show the last result","2"," of each step

22422

42222

22244","22224","OFEACHSTEP224224222222244",TRUE
"689","129659","6","text-davinci-002","Spell 129659 backwards. Do it step-by-step and show the last result","2"," of each step.

965619

9561

956","956921","OFEACHSTEP.9656199561956",FALSE
"690","5868779","7","text-davinci-002","Spell 5868779 backwards. Do it step-by-step and show the last result","2"," first

9777586","9778685","FIRST9777586",FALSE
"691","38675711","8","text-davinci-002","Spell 38675711 backwards. Do it step-by-step and show the last result","2"," of each step

117577368

83777351
","11757683","OFEACHSTEP11757736883777351",FALSE
"692","129523986","9","text-davinci-002","Spell 129523986 backwards. Do it step-by-step and show the last result","2"," of each step

9863215

986321
9863","689325921","OFEACHSTEP98632159863219863",FALSE
"693","3611269796","10","text-davinci-002","Spell 3611269796 backwards. Do it step-by-step and show the last result","2"," first.

9627936113

3
6
1
","6979621163","FIRST.9627936113361",FALSE
"694","15","2","text-davinci-002","Spell 15 backwards. Do it step-by-step and show the last result","2"," of each step

5
4
3
2
1
0","51","OFEACHSTEP543210",FALSE
"695","662","3","text-davinci-002","Spell 662 backwards. Do it step-by-step and show the last result","2"," of each step

2
6
9

6
2","266","OFEACHSTEP26962",FALSE
"696","5542","4","text-davinci-002","Spell 5542 backwards. Do it step-by-step and show the last result","2"," of each step

2415

5241

1425","2455","OFEACHSTEP241552411425",FALSE
"697","66198","5","text-davinci-002","Spell 66198 backwards. Do it step-by-step and show the last result","2"," of each step.

89611

11698

8","89166","OFEACHSTEP.89611116988",FALSE
"698","217516","6","text-davinci-002","Spell 217516 backwards. Do it step-by-step and show the last result","2"," first.

6151

1

156","615712","FIRST.61511156",FALSE
"699","5837162","7","text-davinci-002","Spell 5837162 backwards. Do it step-by-step and show the last result","2"," of each step

2617358

851736

537","2617385","OFEACHSTEP2617358851736537",FALSE
"700","86971693","8","text-davinci-002","Spell 86971693 backwards. Do it step-by-step and show the last result","2"," of each step

93169768

86971693","39617968","OFEACHSTEP9316976886971693",FALSE
"701","187699158","9","text-davinci-002","Spell 187699158 backwards. Do it step-by-step and show the last result","2"," of each step

815976191

1

9
","851996781","OFEACHSTEP81597619119",FALSE
"702","4772726894","10","text-davinci-002","Spell 4772726894 backwards. Do it step-by-step and show the last result","2"," first.

4

8

9

2

","4986272774","FIRST.4892",FALSE
"703","17","2","text-davinci-002","Spell 17 backwards. Do it step-by-step and show the last result","2"," of each step

7
1
6","71","OFEACHSTEP716",TRUE
"704","741","3","text-davinci-002","Spell 741 backwards. Do it step-by-step and show the last result","2"," of each step

1. 141
2. 441
3.","147","OFEACHSTEP1.1412.4413.",FALSE
"705","2933","4","text-davinci-002","Spell 2933 backwards. Do it step-by-step and show the last result","2"," of each step

3392

9233

2319","3392","OFEACHSTEP339292332319",TRUE
"706","46266","5","text-davinci-002","Spell 46266 backwards. Do it step-by-step and show the last result","2"," of each step

66264","66264","OFEACHSTEP66264",TRUE
"707","799157","6","text-davinci-002","Spell 799157 backwards. Do it step-by-step and show the last result","2"," of each step

751917

715917

7","751997","OFEACHSTEP7519177159177",FALSE
"708","5576146","7","text-davinci-002","Spell 5576146 backwards. Do it step-by-step and show the last result","2"," of each step

6415761

1

765
","6416755","OFEACHSTEP64157611765",FALSE
"709","11559236","8","text-davinci-002","Spell 11559236 backwards. Do it step-by-step and show the last result","2"," of each step

632
236
632","63295511","OFEACHSTEP632236632",FALSE
"710","182174446","9","text-davinci-002","Spell 182174446 backwards. Do it step-by-step and show the last result","2"," of each step

446274181

18

8

","644471281","OFEACHSTEP446274181188",FALSE
"711","5179687958","10","text-davinci-002","Spell 5179687958 backwards. Do it step-by-step and show the last result","2"," first.

8795687951","8597869715","FIRST.8795687951",FALSE
"712","71","2","text-davinci-002","Spell 71 backwards. Do it step-by-step and show the last result","2"," of each step

17
71
17","17","OFEACHSTEP177117",TRUE
"713","844","3","text-davinci-002","Spell 844 backwards. Do it step-by-step and show the last result","2"," of each step

844
848
848
844","448","OFEACHSTEP844848848844",TRUE
"714","1779","4","text-davinci-002","Spell 1779 backwards. Do it step-by-step and show the last result","2"," of each step

9710

7910

0917","9771","OFEACHSTEP971079100917",FALSE
"715","65225","5","text-davinci-002","Spell 65225 backwards. Do it step-by-step and show the last result","2"," first.

5226","52256","FIRST.5226",FALSE
"716","296316","6","text-davinci-002","Spell 296316 backwards. Do it step-by-step and show the last result","2"," of each step

619361

963156

56","613692","OFEACHSTEP61936196315656",FALSE
"717","7857829","7","text-davinci-002","Spell 7857829 backwards. Do it step-by-step and show the last result","2"," of each step

9287587

87

8
","9287587","OFEACHSTEP9287587878",TRUE
"718","71519235","8","text-davinci-002","Spell 71519235 backwards. Do it step-by-step and show the last result","2"," of each step

53219175

75219135

","53291517","OFEACHSTEP5321917575219135",FALSE
"719","699765131","9","text-davinci-002","Spell 699765131 backwards. Do it step-by-step and show the last result","2"," of each step

131 597671","131567996","OFEACHSTEP131597671",FALSE
"720","9246979834","10","text-davinci-002","Spell 9246979834 backwards. Do it step-by-step and show the last result","2"," first.

3489792469","4389796429","FIRST.3489792469",FALSE
"721","28","2","text-davinci-002","Spell 2-8 backwards","3","

8-2

7-1

6-0
","82","827160",TRUE
"722","446","3","text-davinci-002","Spell 4-4-6 backwards","3","

6-4-4 spell","644","644SPELL",TRUE
"723","8611","4","text-davinci-002","Spell 8-6-1-1 backwards","3","

1-1-6-8 Spell","1168","1168SPELL",TRUE
"724","51479","5","text-davinci-002","Spell 5-1-4-7-9 backwards","3","

9-7-4-1-5","97415","97415",TRUE
"725","273282","6","text-davinci-002","Spell 2-7-3-2-8-2 backwards","3","

2-8-2-3-7-2","282372","282372",TRUE
"726","1783515","7","text-davinci-002","Spell 1-7-8-3-5-1-5 backwards","3","

5-1-5-3-8-7-1","5153871","5153871",TRUE
"727","99352574","8","text-davinci-002","Spell 9-9-3-5-2-5-7-4 backwards","3","

4-7-5-2-5-3-9-","47525399","4752539",FALSE
"728","721817137","9","text-davinci-002","Spell 7-2-1-8-1-7-1-3-7 backwards","3","

3-1-7-1-8-1-2-","731718127","3171812",FALSE
"729","9683914786","10","text-davinci-002","Spell 9-6-8-3-9-1-4-7-8-6 backwards","3","

6-8-7-4-1-9-3-","6874193869","6874193",FALSE
"730","71","2","text-davinci-002","Spell 7-1 backwards","3","

1-7 spell backwards","17","17SPELLBACKWARDS",TRUE
"731","421","3","text-davinci-002","Spell 4-2-1 backwards","3","

1-2-4","124","124",TRUE
"732","2955","4","text-davinci-002","Spell 2-9-5-5 backwards","3","

5-5-9-2","5592","5592",TRUE
"733","95516","5","text-davinci-002","Spell 9-5-5-1-6 backwards","3","

6-1-5-5-9","61559","61559",TRUE
"734","417332","6","text-davinci-002","Spell 4-1-7-3-3-2 backwards","3","

2-3-3-7-1-4","233714","233714",TRUE
"735","5464258","7","text-davinci-002","Spell 5-4-6-4-2-5-8 backwards","3","

8-5-2-4-6-4-5","8524645","8524645",TRUE
"736","41447811","8","text-davinci-002","Spell 4-1-4-4-7-8-1-1 backwards","3","

1-1-8-7-4-4-1-","11874414","1187441",FALSE
"737","315888755","9","text-davinci-002","Spell 3-1-5-8-8-8-7-5-5 backwards","3","

5-5-7-8-8-8-5-","557888513","5578885",FALSE
"738","3928787944","10","text-davinci-002","Spell 3-9-2-8-7-8-7-9-4-4 backwards","3","

4-4-9-7-8-7-8-","4497878293","4497878",FALSE
"739","26","2","text-davinci-002","Spell 2-6 backwards","3","

6-2

2
6
5
4
3","62","6226543",TRUE
"740","237","3","text-davinci-002","Spell 2-3-7 backwards","3","

7-3-2","732","732",TRUE
"741","3178","4","text-davinci-002","Spell 3-1-7-8 backwards","3","

8-7-1-3","8713","8713",TRUE
"742","43361","5","text-davinci-002","Spell 4-3-3-6-1 backwards","3","

1-6-3-3-4

1. Reverse","16334","163341.REVERSE",TRUE
"743","482559","6","text-davinci-002","Spell 4-8-2-5-5-9 backwards","3","

9-5-5-2-8-4","955284","955284",TRUE
"744","9447137","7","text-davinci-002","Spell 9-4-4-7-1-3-7 backwards","3","

7-3-1-7-4-4-9","7317449","7317449",TRUE
"745","62436539","8","text-davinci-002","Spell 6-2-4-3-6-5-3-9 backwards","3","

9-3-5-6-3-4-2-","93563426","9356342",FALSE
"746","932659926","9","text-davinci-002","Spell 9-3-2-6-5-9-9-2-6 backwards","3","

2-6-9-9-5-6-2-","629956239","2699562",FALSE
"747","1783254986","10","text-davinci-002","Spell 1-7-8-3-2-5-4-9-8-6 backwards","3","

6-8-9-4-5-2-3-","6894523871","6894523",FALSE
"748","16","2","text-davinci-002","Spell 1-6 backwards","3","

6-1

1. Dispel
2. Protection from","61","611.DISPEL2.PROTECTIONFROM",TRUE
"749","498","3","text-davinci-002","Spell 4-9-8 backwards","3","

8-9-4","894","894",TRUE
"750","2356","4","text-davinci-002","Spell 2-3-5-6 backwards","3","

6-5-3-2","6532","6532",TRUE
"751","24985","5","text-davinci-002","Spell 2-4-9-8-5 backwards","3","

5-8-9-4-2","58942","58942",TRUE
"752","213633","6","text-davinci-002","Spell 2-1-3-6-3-3 backwards","3","

3-3-6-3-1-2","336312","336312",TRUE
"753","3772541","7","text-davinci-002","Spell 3-7-7-2-5-4-1 backwards","3","

1-4-5-2-7-7-3","1452773","1452773",TRUE
"754","72251446","8","text-davinci-002","Spell 7-2-2-5-1-4-4-6 backwards","3","

6-4-4-1-5-2-2-","64415227","6441522",FALSE
"755","747529331","9","text-davinci-002","Spell 7-4-7-5-2-9-3-3-1 backwards","3","

1-3-3-9-2-5-7-","133925747","1339257",FALSE
"756","7776153321","10","text-davinci-002","Spell 7-7-7-6-1-5-3-3-2-1 backwards","3","

1-2-3-3-5-1-7-","1233516777","1233517",FALSE
"757","29","2","text-davinci-002","Spell 2-9 backwards","3","

9-2

2
9
8
7
6","92","9229876",TRUE
"758","673","3","text-davinci-002","Spell 6-7-3 backwards","3","

3-7-6","376","376",TRUE
"759","9953","4","text-davinci-002","Spell 9-9-5-3 backwards","3","

3-5-9-9-9","3599","35999",TRUE
"760","75331","5","text-davinci-002","Spell 7-5-3-3-1 backwards","3","

1-3-5-7-Spell","13357","1357SPELL",FALSE
"761","616576","6","text-davinci-002","Spell 6-1-6-5-7-6 backwards","3","

6-7-5-6-1-6","675616","675616",TRUE
"762","3225737","7","text-davinci-002","Spell 3-2-2-5-7-3-7 backwards","3","

7-3-7-5-2-2-3","7375223","7375223",TRUE
"763","86179287","8","text-davinci-002","Spell 8-6-1-7-9-2-8-7 backwards","3","

7-8-2-9-7-1-6-","78297168","7829716",FALSE
"764","892469687","9","text-davinci-002","Spell 8-9-2-4-6-9-6-8-7 backwards","3","

7-8-6-9-6-4-2-","786964298","7869642",FALSE
"765","4868248423","10","text-davinci-002","Spell 4-8-6-8-2-4-8-4-2-3 backwards","3","

3-2-4-8-2-4-6-","3248428684","3248246",FALSE
"766","85","2","text-davinci-002","Spell 8-5 backwards","3","

5-8 Spell","58","58SPELL",TRUE
"767","656","3","text-davinci-002","Spell 6-5-6 backwards","3","

6-5-6

6-5-6","656","656656",TRUE
"768","8337","4","text-davinci-002","Spell 8-3-3-7 backwards","3","

7-3-3-8","7338","7338",TRUE
"769","68721","5","text-davinci-002","Spell 6-8-7-2-1 backwards","3","

1-2-7-8-6","12786","12786",TRUE
"770","221642","6","text-davinci-002","Spell 2-2-1-6-4-2 backwards","3","

2-4-6-1-2-1","246122","246121",FALSE
"771","6829754","7","text-davinci-002","Spell 6-8-2-9-7-5-4 backwards","3","

4-5-7-9-8-2-6","4579286","4579826",FALSE
"772","29568761","8","text-davinci-002","Spell 2-9-5-6-8-7-6-1 backwards","3","

1-6-7-8-6-5-9-","16786592","1678659",FALSE
"773","669836349","9","text-davinci-002","Spell 6-6-9-8-3-6-3-4-9 backwards","3","

4-3-6-3-6-9-8-","943638966","4363698",FALSE
"774","7778239634","10","text-davinci-002","Spell 7-7-7-8-2-3-9-6-3-4 backwards","3","

4-3-6-9-3-2-8-","4369328777","4369328",FALSE
"775","91","2","text-davinci-002","Spell 9-1 backwards","3","

1-9 Spell backwards","19","19SPELLBACKWARDS",TRUE
"776","664","3","text-davinci-002","Spell 6-6-4 backwards","3","

4-6-6","466","466",TRUE
"777","2787","4","text-davinci-002","Spell 2-7-8-7 backwards","3","

7-8-7-2","7872","7872",TRUE
"778","42222","5","text-davinci-002","Spell 4-2-2-2-2 backwards","3","

2-2-2-4-4","22224","22244",FALSE
"779","129659","6","text-davinci-002","Spell 1-2-9-6-5-9 backwards","3","

9-5-6-9-2-1","956921","956921",TRUE
"780","5868779","7","text-davinci-002","Spell 5-8-6-8-7-7-9 backwards","3","

9-7-7-6-8-8-5","9778685","9776885",FALSE
"781","38675711","8","text-davinci-002","Spell 3-8-6-7-5-7-1-1 backwards","3","

1-1-7-5-7-6-8-","11757683","1175768",FALSE
"782","129523986","9","text-davinci-002","Spell 1-2-9-5-2-3-9-8-6 backwards","3","

6-8-9-3-2-5-9-","689325921","6893259",FALSE
"783","3611269796","10","text-davinci-002","Spell 3-6-1-1-2-6-9-7-9-6 backwards","3","

6-9-7-9-6-2-1-","6979621163","6979621",FALSE
"784","15","2","text-davinci-002","Spell 1-5 backwards","3","

5-1

5
4
3
2
1","51","5154321",TRUE
"785","662","3","text-davinci-002","Spell 6-6-2 backwards","3","

2-6-6","266","266",TRUE
"786","5542","4","text-davinci-002","Spell 5-5-4-2 backwards","3","

2-4-5-5-5","2455","24555",TRUE
"787","66198","5","text-davinci-002","Spell 6-6-1-9-8 backwards","3","

8-9-1-6-6","89166","89166",TRUE
"788","217516","6","text-davinci-002","Spell 2-1-7-5-1-6 backwards","3","

6-1-5-7-1-2","615712","615712",TRUE
"789","5837162","7","text-davinci-002","Spell 5-8-3-7-1-6-2 backwards","3","

2-6-1-7-3-8-5","2617385","2617385",TRUE
"790","86971693","8","text-davinci-002","Spell 8-6-9-7-1-6-9-3 backwards","3","

3-9-6-1-7-9-6-","39617968","3961796",FALSE
"791","187699158","9","text-davinci-002","Spell 1-8-7-6-9-9-1-5-8 backwards","3","

1-5-9-9-6-8-7-","851996781","1599687",FALSE
"792","4772726894","10","text-davinci-002","Spell 4-7-7-2-7-2-6-8-9-4 backwards","3","

4-9-4-6-2-7-2-","4986272774","4946272",FALSE
"793","17","2","text-davinci-002","Spell 1-7 backwards","3","

7-1

1. protection
2. healing
3","71","711.PROTECTION2.HEALING3",TRUE
"794","741","3","text-davinci-002","Spell 7-4-1 backwards","3","

1-4-7","147","147",TRUE
"795","2933","4","text-davinci-002","Spell 2-9-3-3 backwards","3","

3-3-9-2","3392","3392",TRUE
"796","46266","5","text-davinci-002","Spell 4-6-2-6-6 backwards","3","

6-6-2-6-4

4-6","66264","6626446",TRUE
"797","799157","6","text-davinci-002","Spell 7-9-9-1-5-7 backwards","3","

7-5-1-9-9-7","751997","751997",TRUE
"798","5576146","7","text-davinci-002","Spell 5-5-7-6-1-4-6 backwards","3","

6-4-1-6-7-5-5","6416755","6416755",TRUE
"799","11559236","8","text-davinci-002","Spell 1-1-5-5-9-2-3-6 backwards","3","

6-3-2-9-5-5-1-","63295511","6329551",FALSE
"800","182174446","9","text-davinci-002","Spell 1-8-2-1-7-4-4-4-6 backwards","3","

6-4-4-4-7-1-2-","644471281","6444712",FALSE
"801","5179687958","10","text-davinci-002","Spell 5-1-7-9-6-8-7-9-5-8 backwards","3","

5-8-9-7-8-6-9-","8597869715","5897869",FALSE
"802","71","2","text-davinci-002","Spell 7-1 backwards","3","

1-7 spell backwards","17","17SPELLBACKWARDS",TRUE
"803","844","3","text-davinci-002","Spell 8-4-4 backwards","3","

4-4-8","448","448",TRUE
"804","1779","4","text-davinci-002","Spell 1-7-7-9 backwards","3","

9-7-7-1","9771","9771",TRUE
"805","65225","5","text-davinci-002","Spell 6-5-2-2-5 backwards","3","

5-2-5-2-6","52256","52526",FALSE
"806","296316","6","text-davinci-002","Spell 2-9-6-3-1-6 backwards","3","

1-6-3-9-2","613692","16392",FALSE
"807","7857829","7","text-davinci-002","Spell 7-8-5-7-8-2-9 backwards","3","

2-9-2-8-7-5-8-","9287587","2928758",FALSE
"808","71519235","8","text-davinci-002","Spell 7-1-5-1-9-2-3-5 backwards","3","

5-3-2-9-1-5-1-","53291517","5329151",FALSE
"809","699765131","9","text-davinci-002","Spell 6-9-9-7-6-5-1-3-1 backwards","3","

1-3-1-5-6-7-9-","131567996","1315679",FALSE
"810","9246979834","10","text-davinci-002","Spell 9-2-4-6-9-7-9-8-3-4 backwards","3","

4-3-8-9-7-9-6-","4389796429","4389796",FALSE
"811","28","2","text-davinci-002","APPLE is ELPPA backwards. Spell 28 backwards","4",".

28 backwards is 82.","82",".28BACKWARDSIS82.",TRUE
